dialogue_id,utterance_id,model_prediction,model_outputs
4.0,1.0,1.0,"[0.28629738092422485, 0.4840332567691803, 0.04248746111989021, 0.05192866921424866, 0.04248746111989021, 0.04248746111989021, 0.05027838423848152]"
4.0,2.0,1.0,"[0.055954113602638245, 0.3984997868537903, 0.055954113602638245, 0.055954113602638245, 0.12924057245254517, 0.05615480989217758, 0.24824251234531403]"
4.0,3.0,1.0,"[0.08812128007411957, 0.3178080916404724, 0.08812128007411957, 0.08812128007411957, 0.20795086026191711, 0.08812128007411957, 0.12175597250461578]"
4.0,4.0,1.0,"[0.04988950118422508, 0.3067074418067932, 0.04988950118422508, 0.04988950118422508, 0.2956197261810303, 0.11125169694423676, 0.13675260543823242]"
4.0,5.0,6.0,"[0.06556955724954605, 0.21170176565647125, 0.06556955724954605, 0.06556955724954605, 0.07085506618022919, 0.06556955724954605, 0.45516493916511536]"
4.0,6.0,1.0,"[0.05781150981783867, 0.3362540900707245, 0.05781150981783867, 0.05781150981783867, 0.16555936634540558, 0.05781150981783867, 0.26694053411483765]"
4.0,7.0,6.0,"[0.056797802448272705, 0.13651828467845917, 0.056797802448272705, 0.056797802448272705, 0.1418687254190445, 0.056797802448272705, 0.4944217801094055]"
4.0,8.0,0.0,"[0.7890881299972534, 0.0314788743853569, 0.0314788743853569, 0.0314788743853569, 0.05350061133503914, 0.0314788743853569, 0.031495798379182816]"
5.0,1.0,0.0,"[0.8753272891044617, 0.015553093515336514, 0.01846110075712204, 0.025004591792821884, 0.03454773500561714, 0.015553093515336514, 0.015553093515336514]"
5.0,2.0,0.0,"[0.8730153441429138, 0.016065111383795738, 0.018138473853468895, 0.020275253802537918, 0.03693811967968941, 0.019502529874444008, 0.016065111383795738]"
5.0,3.0,0.0,"[0.8337315917015076, 0.02867131121456623, 0.023098958656191826, 0.05065573751926422, 0.021280810236930847, 0.021280810236930847, 0.021280810236930847]"
5.0,4.0,0.0,"[0.6226957440376282, 0.03781861811876297, 0.03781861811876297, 0.03781861811876297, 0.1014900803565979, 0.03781861811876297, 0.12453970313072205]"
5.0,5.0,0.0,"[0.7019867897033691, 0.07260298728942871, 0.03904217854142189, 0.053320810198783875, 0.054962869733572006, 0.03904217854142189, 0.03904217854142189]"
5.0,6.0,0.0,"[0.6933753490447998, 0.04181796684861183, 0.04092203080654144, 0.059986796230077744, 0.0820537656545639, 0.04092203080654144, 0.04092203080654144]"
5.0,7.0,0.0,"[0.4338984787464142, 0.0809212177991867, 0.0809212177991867, 0.0809212177991867, 0.13608583807945251, 0.0809212177991867, 0.1063307672739029]"
5.0,8.0,0.0,"[0.8732632398605347, 0.02251487784087658, 0.017332855612039566, 0.021334225311875343, 0.02451743558049202, 0.017332855612039566, 0.023704472929239273]"
6.0,0.0,0.0,"[0.834731936454773, 0.02685868926346302, 0.02423241175711155, 0.026439566165208817, 0.035012826323509216, 0.025914594531059265, 0.02680990658700466]"
6.0,1.0,0.0,"[0.5736424922943115, 0.06252621114253998, 0.05308892950415611, 0.05308892950415611, 0.1177503913640976, 0.05308892950415611, 0.08681408315896988]"
6.0,2.0,1.0,"[0.06062638387084007, 0.5398823022842407, 0.06062638387084007, 0.06062638387084007, 0.11654915660619736, 0.06062638387084007, 0.10106302797794342]"
7.0,0.0,0.0,"[0.8254140019416809, 0.024854246526956558, 0.024854246526956558, 0.024854246526956558, 0.044155869632959366, 0.024854246526956558, 0.03101319819688797]"
7.0,1.0,0.0,"[0.884191632270813, 0.020648881793022156, 0.017731793224811554, 0.017271332442760468, 0.025613635778427124, 0.017271332442760468, 0.017271332442760468]"
7.0,2.0,4.0,"[0.36542484164237976, 0.05113755539059639, 0.05113755539059639, 0.05113755539059639, 0.36822590231895447, 0.05113755539059639, 0.06179901957511902]"
7.0,3.0,0.0,"[0.7059232592582703, 0.038612231612205505, 0.03968790918588638, 0.05678766220808029, 0.08176451176404953, 0.038612231612205505, 0.038612231612205505]"
7.0,4.0,0.0,"[0.5019567608833313, 0.21029381453990936, 0.054687365889549255, 0.04474184289574623, 0.08614183962345123, 0.04474184289574623, 0.0574364997446537]"
7.0,5.0,0.0,"[0.785689651966095, 0.025380166247487068, 0.025380166247487068, 0.03778747096657753, 0.06597161293029785, 0.025380166247487068, 0.03441084548830986]"
7.0,6.0,0.0,"[0.7905134558677673, 0.05863869935274124, 0.02775888331234455, 0.03951968252658844, 0.02805144339799881, 0.02775888331234455, 0.02775888331234455]"
7.0,7.0,0.0,"[0.32522088289260864, 0.1625053882598877, 0.05419196933507919, 0.05419196933507919, 0.26161691546440125, 0.05419196933507919, 0.08808093518018723]"
7.0,8.0,1.0,"[0.20748655498027802, 0.26652535796165466, 0.06117840111255646, 0.06117840111255646, 0.24152588844299316, 0.06117840111255646, 0.10092701762914658]"
8.0,0.0,4.0,"[0.1661115139722824, 0.1092076450586319, 0.0705534815788269, 0.0705534815788269, 0.2768456041812897, 0.0705534815788269, 0.23617486655712128]"
8.0,1.0,4.0,"[0.163531094789505, 0.053403813391923904, 0.0343610979616642, 0.0343610979616642, 0.6456207036972046, 0.0343610979616642, 0.0343610979616642]"
8.0,2.0,0.0,"[0.22833825647830963, 0.16334357857704163, 0.1044231429696083, 0.1044231429696083, 0.19062556326389313, 0.1044231429696083, 0.1044231429696083]"
8.0,3.0,0.0,"[0.4930945932865143, 0.24210676550865173, 0.046615827828645706, 0.046615827828645706, 0.07833519577980042, 0.046615827828645706, 0.046615827828645706]"
8.0,4.0,0.0,"[0.8026866316795349, 0.025232188403606415, 0.025219455361366272, 0.05460925027728081, 0.0326254703104496, 0.025219455361366272, 0.0344075933098793]"
8.0,5.0,0.0,"[0.8402643203735352, 0.022723514586687088, 0.022723514586687088, 0.03097292222082615, 0.03786873072385788, 0.022723514586687088, 0.022723514586687088]"
8.0,6.0,0.0,"[0.7850803732872009, 0.03129330649971962, 0.03129330649971962, 0.04743962362408638, 0.04039846360683441, 0.03129330649971962, 0.03320160135626793]"
9.0,0.0,4.0,"[0.045894425362348557, 0.15867674350738525, 0.045894425362348557, 0.045894425362348557, 0.5569649338722229, 0.045894425362348557, 0.10078060626983643]"
9.0,1.0,0.0,"[0.6908516883850098, 0.03743194416165352, 0.03743194416165352, 0.03777923434972763, 0.12164130061864853, 0.03743194416165352, 0.03743194416165352]"
9.0,2.0,0.0,"[0.6873079538345337, 0.04351222142577171, 0.04351222142577171, 0.05583846569061279, 0.08280465751886368, 0.04351222142577171, 0.04351222142577171]"
9.0,3.0,1.0,"[0.061470914632081985, 0.5131491422653198, 0.061470914632081985, 0.061470914632081985, 0.14160312712192535, 0.061470914632081985, 0.09936407953500748]"
9.0,4.0,1.0,"[0.0602085180580616, 0.3896212577819824, 0.1338680535554886, 0.061051130294799805, 0.0602085180580616, 0.0602085180580616, 0.23483401536941528]"
9.0,5.0,0.0,"[0.8634369969367981, 0.020848026499152184, 0.020848026499152184, 0.020848026499152184, 0.0299290232360363, 0.020848026499152184, 0.023241888731718063]"
9.0,6.0,1.0,"[0.1314757913351059, 0.3229905664920807, 0.07458440959453583, 0.07458440959453583, 0.07458440959453583, 0.07458440959453583, 0.24719606339931488]"
9.0,7.0,4.0,"[0.09722242504358292, 0.17447470128536224, 0.0561811588704586, 0.0561811588704586, 0.39629313349723816, 0.0561811588704586, 0.16346627473831177]"
9.0,8.0,0.0,"[0.45080575346946716, 0.23674911260604858, 0.04866774380207062, 0.04866774380207062, 0.08632541447877884, 0.04866774380207062, 0.08011643588542938]"
9.0,9.0,0.0,"[0.5161882638931274, 0.056397490203380585, 0.04947958514094353, 0.04947958514094353, 0.20463235676288605, 0.04947958514094353, 0.07434317469596863]"
9.0,10.0,0.0,"[0.6550142765045166, 0.09231578558683395, 0.03319617733359337, 0.03573549538850784, 0.09516607224941254, 0.03319617733359337, 0.05537598580121994]"
9.0,11.0,1.0,"[0.20478013157844543, 0.24832849204540253, 0.06441212445497513, 0.06441212445497513, 0.22233405709266663, 0.06441212445497513, 0.13132089376449585]"
9.0,12.0,0.0,"[0.6752838492393494, 0.09854007512331009, 0.031275276094675064, 0.031275276094675064, 0.09047397971153259, 0.031275276094675064, 0.04187628626823425]"
9.0,13.0,6.0,"[0.05923714488744736, 0.1290944516658783, 0.05923714488744736, 0.05923714488744736, 0.22552667558193207, 0.05923714488744736, 0.4084303081035614]"
9.0,14.0,0.0,"[0.7398890256881714, 0.06913775205612183, 0.032283421605825424, 0.036180879920721054, 0.0460498109459877, 0.032283421605825424, 0.04417569562792778]"
9.0,15.0,1.0,"[0.12391544878482819, 0.29971879720687866, 0.06674359738826752, 0.06674359738826752, 0.1512405425310135, 0.06674359738826752, 0.2248944193124771]"
9.0,16.0,0.0,"[0.8337579369544983, 0.020080450922250748, 0.020080450922250748, 0.021363776177167892, 0.06344662606716156, 0.020080450922250748, 0.02119031362235546]"
9.0,17.0,0.0,"[0.7488868832588196, 0.06907249242067337, 0.030782723799347878, 0.047200705856084824, 0.04249177500605583, 0.030782723799347878, 0.030782723799347878]"
10.0,0.0,0.0,"[0.2696605622768402, 0.09003262966871262, 0.09003262966871262, 0.09003262966871262, 0.23487304151058197, 0.09003262966871262, 0.13533593714237213]"
10.0,1.0,0.0,"[0.6941395998001099, 0.03851380944252014, 0.03851380944252014, 0.03851380944252014, 0.10974699258804321, 0.03851380944252014, 0.04205818101763725]"
10.0,2.0,0.0,"[0.7295250296592712, 0.04761359840631485, 0.04274255037307739, 0.04274255037307739, 0.04274255037307739, 0.04274255037307739, 0.05189114063978195]"
10.0,3.0,0.0,"[0.7236173748970032, 0.036679476499557495, 0.036679476499557495, 0.036679476499557495, 0.06940299272537231, 0.036679476499557495, 0.060261789709329605]"
11.0,0.0,4.0,"[0.2537172734737396, 0.05834481120109558, 0.05834481120109558, 0.05834481120109558, 0.45455870032310486, 0.05834481120109558, 0.05834481120109558]"
11.0,1.0,0.0,"[0.681501567363739, 0.042796578258275986, 0.042796578258275986, 0.042796578258275986, 0.08518127351999283, 0.042796578258275986, 0.06213093176484108]"
11.0,2.0,0.0,"[0.9263436794281006, 0.011183607392013073, 0.013615863397717476, 0.012681664898991585, 0.013808022253215313, 0.011183607392013073, 0.011183607392013073]"
11.0,3.0,0.0,"[0.8289320468902588, 0.02398507297039032, 0.02398507297039032, 0.028820443898439407, 0.04160409793257713, 0.02398507297039032, 0.02868817187845707]"
11.0,4.0,0.0,"[0.8919984698295593, 0.016055719926953316, 0.016055719926953316, 0.019005881622433662, 0.02477279119193554, 0.016055719926953316, 0.016055719926953316]"
12.0,0.0,1.0,"[0.08474636822938919, 0.28319865465164185, 0.08474636822938919, 0.08474636822938919, 0.11527571082115173, 0.08474636822938919, 0.26254019141197205]"
12.0,1.0,0.0,"[0.8095735907554626, 0.025654977187514305, 0.025654977187514305, 0.034542497247457504, 0.053264059126377106, 0.025654977187514305, 0.025654977187514305]"
12.0,2.0,0.0,"[0.37200650572776794, 0.06521672010421753, 0.06521672010421753, 0.06521672010421753, 0.19943299889564514, 0.06521672010421753, 0.16769365966320038]"
12.0,3.0,6.0,"[0.13071830570697784, 0.0838160365819931, 0.07412072271108627, 0.07412072271108627, 0.17307622730731964, 0.07412072271108627, 0.39002725481987]"
12.0,4.0,1.0,"[0.07156183570623398, 0.327993243932724, 0.06806819140911102, 0.06806819140911102, 0.12507513165473938, 0.06806819140911102, 0.27116525173187256]"
12.0,5.0,4.0,"[0.1863657385110855, 0.06887978315353394, 0.04803499951958656, 0.04803499951958656, 0.5296788811683655, 0.04803499951958656, 0.07097058743238449]"
12.0,7.0,1.0,"[0.06915394961833954, 0.5943174958229065, 0.050860315561294556, 0.055541034787893295, 0.050860315561294556, 0.050860315561294556, 0.12840652465820312]"
12.0,8.0,1.0,"[0.07035119086503983, 0.32305294275283813, 0.057816047221422195, 0.08452246338129044, 0.08409896492958069, 0.057816047221422195, 0.3223423361778259]"
12.0,9.0,0.0,"[0.6273421049118042, 0.0550592765212059, 0.04089125618338585, 0.11215689778327942, 0.04089125618338585, 0.04089125618338585, 0.08276800066232681]"
12.0,10.0,0.0,"[0.6193656921386719, 0.039890266954898834, 0.039890266954898834, 0.039890266954898834, 0.18118298053741455, 0.039890266954898834, 0.039890266954898834]"
12.0,11.0,0.0,"[0.6709433794021606, 0.023137256503105164, 0.023137256503105164, 0.033290691673755646, 0.18660752475261688, 0.02598678506910801, 0.03689713403582573]"
12.0,12.0,0.0,"[0.9083449244499207, 0.014401568099856377, 0.013199460692703724, 0.013199460692703724, 0.023687558248639107, 0.013199460692703724, 0.013967586681246758]"
12.0,13.0,0.0,"[0.5018330216407776, 0.21489332616329193, 0.05238227918744087, 0.04460785537958145, 0.06741064786911011, 0.04460785537958145, 0.0742650032043457]"
12.0,14.0,0.0,"[0.7924289107322693, 0.02802560292184353, 0.02802560292184353, 0.05912269651889801, 0.036346063017845154, 0.02802560292184353, 0.02802560292184353]"
12.0,15.0,0.0,"[0.28175196051597595, 0.15214185416698456, 0.052678968757390976, 0.052678968757390976, 0.23139716684818268, 0.052678968757390976, 0.17667214572429657]"
12.0,16.0,0.0,"[0.8777421712875366, 0.015484442934393883, 0.01359473541378975, 0.01359473541378975, 0.05090689659118652, 0.015082192607223988, 0.01359473541378975]"
12.0,17.0,0.0,"[0.7505026459693909, 0.04401974380016327, 0.0354035347700119, 0.0354035347700119, 0.04720631241798401, 0.0354035347700119, 0.05206073448061943]"
12.0,18.0,0.0,"[0.9136282205581665, 0.011860240250825882, 0.012182771228253841, 0.011860240250825882, 0.02674810029566288, 0.011860240250825882, 0.011860240250825882]"
12.0,19.0,4.0,"[0.278076171875, 0.06069916859269142, 0.043868448585271835, 0.043868448585271835, 0.33869457244873047, 0.043868448585271835, 0.1909247487783432]"
13.0,0.0,0.0,"[0.8719523549079895, 0.019188668578863144, 0.01784287765622139, 0.029640184715390205, 0.025690125301480293, 0.01784287765622139, 0.01784287765622139]"
13.0,1.0,0.0,"[0.7774674892425537, 0.026400335133075714, 0.026400335133075714, 0.026400335133075714, 0.06198249012231827, 0.026400335133075714, 0.054948631674051285]"
13.0,2.0,0.0,"[0.8326085209846497, 0.025333916768431664, 0.023971810936927795, 0.027348686009645462, 0.03447571024298668, 0.023971810936927795, 0.032289616763591766]"
13.0,3.0,6.0,"[0.06611289829015732, 0.2504667341709137, 0.06611289829015732, 0.06611289829015732, 0.18816575407981873, 0.06611289829015732, 0.2969159781932831]"
13.0,4.0,0.0,"[0.6333209872245789, 0.04934148117899895, 0.04934148117899895, 0.050031665712594986, 0.11896338313817978, 0.04934148117899895, 0.04965952783823013]"
13.0,6.0,4.0,"[0.08284500241279602, 0.1544152945280075, 0.07000178843736649, 0.07000178843736649, 0.33217668533325195, 0.07000178843736649, 0.22055763006210327]"
13.0,7.0,4.0,"[0.13352112472057343, 0.05139346048235893, 0.04054995998740196, 0.04054995998740196, 0.6065617203712463, 0.04054995998740196, 0.08687376976013184]"
14.0,0.0,1.0,"[0.12353944778442383, 0.591616153717041, 0.04394306614995003, 0.04374907910823822, 0.04374907910823822, 0.04374907910823822, 0.10965415835380554]"
14.0,1.0,4.0,"[0.18192309141159058, 0.039595767855644226, 0.0377388522028923, 0.035332076251506805, 0.6347460150718689, 0.035332076251506805, 0.035332076251506805]"
14.0,2.0,4.0,"[0.09718592464923859, 0.06868953257799149, 0.025030262768268585, 0.025030262768268585, 0.7250447273254395, 0.025030262768268585, 0.03398902341723442]"
14.0,3.0,4.0,"[0.10834415256977081, 0.07724961638450623, 0.030932361260056496, 0.026053423061966896, 0.689026415348053, 0.031461451202631, 0.03693258762359619]"
14.0,4.0,0.0,"[0.7402195930480957, 0.02735760249197483, 0.02735760249197483, 0.02735760249197483, 0.12008845061063766, 0.02735760249197483, 0.030261529609560966]"
14.0,5.0,0.0,"[0.6995041370391846, 0.0348484180867672, 0.0348484180867672, 0.0348484180867672, 0.11006435006856918, 0.0348484180867672, 0.051037855446338654]"
14.0,6.0,4.0,"[0.1470600664615631, 0.10973694175481796, 0.043698810040950775, 0.043698810040950775, 0.5606369972229004, 0.043698810040950775, 0.05146956816315651]"
14.0,7.0,4.0,"[0.1733088195323944, 0.05774741247296333, 0.03657982125878334, 0.03657982125878334, 0.6040281653404236, 0.03657982125878334, 0.055176086723804474]"
14.0,8.0,0.0,"[0.5142966508865356, 0.22838984429836273, 0.044356293976306915, 0.07211856544017792, 0.044356293976306915, 0.044356293976306915, 0.05212610960006714]"
14.0,9.0,0.0,"[0.7397996783256531, 0.024886658415198326, 0.024886658415198326, 0.024886658415198326, 0.13576702773571014, 0.024886658415198326, 0.024886658415198326]"
14.0,10.0,0.0,"[0.8429933190345764, 0.03194233030080795, 0.021557409316301346, 0.02216174267232418, 0.038230352103710175, 0.021557409316301346, 0.021557409316301346]"
15.0,0.0,6.0,"[0.06254532933235168, 0.17987820506095886, 0.06254532933235168, 0.06254532933235168, 0.2375386655330658, 0.06254532933235168, 0.3324018120765686]"
15.0,1.0,0.0,"[0.8185721635818481, 0.02456803247332573, 0.02456803247332573, 0.02456803247332573, 0.05858767405152321, 0.02456803247332573, 0.02456803247332573]"
15.0,2.0,4.0,"[0.16720569133758545, 0.04951966181397438, 0.03330577164888382, 0.03330577164888382, 0.6093740463256836, 0.03330577164888382, 0.07398321479558945]"
15.0,3.0,4.0,"[0.26644814014434814, 0.04378930851817131, 0.03884342312812805, 0.03884342312812805, 0.5241691470146179, 0.03884342312812805, 0.049063168466091156]"
15.0,4.0,4.0,"[0.3972768783569336, 0.03492606431245804, 0.03492606431245804, 0.03492606431245804, 0.4110681712627411, 0.03492606431245804, 0.051950603723526]"
15.0,5.0,6.0,"[0.07377993315458298, 0.09274403005838394, 0.05971935763955116, 0.05971935763955116, 0.09698881208896637, 0.05971935763955116, 0.5573291182518005]"
16.0,0.0,0.0,"[0.8713570237159729, 0.017857162281870842, 0.017857162281870842, 0.024655094370245934, 0.03255928307771683, 0.017857162281870842, 0.017857162281870842]"
16.0,1.0,0.0,"[0.8008548021316528, 0.025604480877518654, 0.025604480877518654, 0.05616564676165581, 0.04056159779429436, 0.025604480877518654, 0.025604480877518654]"
16.0,2.0,0.0,"[0.5774792432785034, 0.04243437573313713, 0.04243437573313713, 0.04243437573313713, 0.21034887433052063, 0.04243437573313713, 0.04243437573313713]"
16.0,3.0,0.0,"[0.40868228673934937, 0.05746105685830116, 0.04423685371875763, 0.04423685371875763, 0.29926520586013794, 0.04423685371875763, 0.10188087075948715]"
16.0,4.0,6.0,"[0.0743027999997139, 0.22641104459762573, 0.0743027999997139, 0.0743027999997139, 0.20937617123126984, 0.0743027999997139, 0.26700156927108765]"
16.0,5.0,0.0,"[0.8183592557907104, 0.02309117093682289, 0.02309117093682289, 0.0348016731441021, 0.05447445064783096, 0.02309117093682289, 0.02309117093682289]"
16.0,6.0,0.0,"[0.6615763306617737, 0.042452555149793625, 0.03714541345834732, 0.06167777627706528, 0.11219777166843414, 0.0478048101067543, 0.03714541345834732]"
16.0,7.0,0.0,"[0.7851800918579102, 0.02922963723540306, 0.028168058022856712, 0.028168058022856712, 0.06795727461576462, 0.028168058022856712, 0.033128805458545685]"
16.0,8.0,0.0,"[0.887917697429657, 0.014529499225318432, 0.014529499225318432, 0.028915593400597572, 0.022571202367544174, 0.014529499225318432, 0.017007000744342804]"
16.0,9.0,1.0,"[0.22457639873027802, 0.36137324571609497, 0.05563296377658844, 0.05563296377658844, 0.07065004110336304, 0.05563296377658844, 0.1765013337135315]"
17.0,0.0,0.0,"[0.7861768007278442, 0.027190284803509712, 0.027190284803509712, 0.03158946335315704, 0.07347262650728226, 0.027190284803509712, 0.027190284803509712]"
17.0,1.0,0.0,"[0.8030446171760559, 0.02445606328547001, 0.030412059277296066, 0.03957168757915497, 0.05360344797372818, 0.02445606328547001, 0.02445606328547001]"
17.0,2.0,1.0,"[0.15295006334781647, 0.4431019723415375, 0.04827523231506348, 0.04827523231506348, 0.10625328868627548, 0.04827523231506348, 0.15286895632743835]"
17.0,3.0,1.0,"[0.04821093752980232, 0.41418778896331787, 0.08702008426189423, 0.04821093752980232, 0.2116774469614029, 0.04821093752980232, 0.14248190820217133]"
17.0,4.0,6.0,"[0.06719675660133362, 0.17795245349407196, 0.06719675660133362, 0.06719675660133362, 0.08059493452310562, 0.06719675660133362, 0.47266557812690735]"
17.0,5.0,4.0,"[0.0755830630660057, 0.08670459687709808, 0.050023145973682404, 0.050023145973682404, 0.4506852328777313, 0.050023145973682404, 0.23695766925811768]"
17.0,6.0,4.0,"[0.06286703795194626, 0.13188500702381134, 0.06286703795194626, 0.07346156239509583, 0.3151249289512634, 0.06286703795194626, 0.29092738032341003]"
17.0,7.0,1.0,"[0.08008553087711334, 0.31076866388320923, 0.10393306612968445, 0.08008553087711334, 0.19409452378749847, 0.08008553087711334, 0.1509472131729126]"
17.0,8.0,4.0,"[0.10295362025499344, 0.25597891211509705, 0.0636347234249115, 0.0636347234249115, 0.30740171670913696, 0.0636347234249115, 0.1427614986896515]"
17.0,9.0,0.0,"[0.3438207805156708, 0.07844116538763046, 0.07844116538763046, 0.08300359547138214, 0.1365164816379547, 0.07844116538763046, 0.20133565366268158]"
17.0,10.0,0.0,"[0.5532533526420593, 0.05284760519862175, 0.05284760519862175, 0.05284760519862175, 0.1522102802991867, 0.05284760519862175, 0.08314592391252518]"
17.0,11.0,0.0,"[0.4483341574668884, 0.09837710112333298, 0.07784287631511688, 0.07784287631511688, 0.0857381746172905, 0.07784287631511688, 0.13402196764945984]"
17.0,12.0,0.0,"[0.7278327941894531, 0.043998636305332184, 0.03488785773515701, 0.03488785773515701, 0.07865823060274124, 0.03488785773515701, 0.04484672099351883]"
17.0,13.0,0.0,"[0.37309780716896057, 0.13454706966876984, 0.06735671311616898, 0.06735671311616898, 0.18933986127376556, 0.06735671311616898, 0.10094510018825531]"
17.0,14.0,0.0,"[0.782988965511322, 0.027366966009140015, 0.027366966009140015, 0.027366966009140015, 0.07453541457653046, 0.027366966009140015, 0.03300779312849045]"
17.0,15.0,0.0,"[0.6972378492355347, 0.05523877590894699, 0.02622227557003498, 0.039587344974279404, 0.12398064136505127, 0.02622227557003498, 0.03151075541973114]"
17.0,16.0,1.0,"[0.1106034517288208, 0.2764306962490082, 0.06426440179347992, 0.06426440179347992, 0.17510676383972168, 0.06426440179347992, 0.24506589770317078]"
17.0,17.0,6.0,"[0.05545080453157425, 0.22993572056293488, 0.05517340824007988, 0.05245735123753548, 0.05245735123753548, 0.05245735123753548, 0.5020679235458374]"
17.0,18.0,0.0,"[0.8104907274246216, 0.021558547392487526, 0.021558547392487526, 0.03299599513411522, 0.07027915120124817, 0.021558547392487526, 0.021558547392487526]"
