,Dialogue_ID,Utterance_ID,model_pred,0,1,2,3,4,5,6
21,2,10,3,0.08571135,0.076432616,0.026017474,0.4282271,0.2906203,0.049822323,0.04316874
22,3,0,4,0.1105762,0.076334335,0.057323232,0.27180877,0.3749354,0.063844785,0.04517725
23,3,1,2,0.1279071,0.11044638,0.32527602,0.03515226,0.056325126,0.14589053,0.19900253
24,3,2,3,0.11636437,0.117231965,0.054408293,0.27853274,0.19736098,0.11004153,0.12606016
25,3,3,1,0.15539967,0.22813423,0.07489818,0.16006632,0.1312988,0.19472308,0.055479683
26,3,4,4,0.110854596,0.08846346,0.043727133,0.30810377,0.34810048,0.0626739,0.038076717
27,3,5,6,0.08244561,0.10619377,0.09843878,0.029013168,0.04711146,0.075192004,0.5616053
28,3,6,3,0.10591978,0.12181999,0.032035127,0.38048023,0.23927476,0.076427326,0.044042714
29,4,0,6,0.06356676,0.058476415,0.13366126,0.028746324,0.050666768,0.05012547,0.614757
30,4,1,6,0.056919992,0.05577896,0.08815453,0.025010785,0.042433638,0.04111376,0.6905884
31,4,2,2,0.09766438,0.08444739,0.338002,0.036488153,0.062427264,0.07379013,0.30718073
32,4,3,6,0.061616894,0.062327843,0.13247064,0.025328033,0.043428276,0.04501063,0.6298177
33,4,4,6,0.08895936,0.08151649,0.25026986,0.028677296,0.05144011,0.06402188,0.43511507
34,4,5,6,0.1195827,0.13263959,0.2186219,0.036322337,0.05698013,0.13255288,0.30330044
35,4,6,1,0.18141869,0.2465604,0.14815505,0.06189513,0.057557438,0.24245156,0.061961744
36,4,7,5,0.1758191,0.20149799,0.1526731,0.054233562,0.056485236,0.28733954,0.07195149
37,4,8,2,0.1797683,0.11233573,0.30202502,0.067363665,0.11295186,0.16276005,0.062795274
38,5,1,3,0.08251438,0.07467489,0.019856341,0.4737376,0.25742385,0.046807457,0.044985406
39,5,2,3,0.08251438,0.07467489,0.019856341,0.4737376,0.25742385,0.046807457,0.044985406
40,5,3,4,0.09395348,0.074477226,0.03473085,0.3339039,0.37036747,0.048065208,0.044501822
41,5,4,1,0.1862198,0.23181632,0.12456927,0.09867947,0.0903787,0.21435398,0.053982385
42,5,5,4,0.094761066,0.07099224,0.07291903,0.23790418,0.3884957,0.07195056,0.0629772
43,5,6,1,0.16061217,0.24660158,0.06025072,0.17012249,0.1412138,0.16262794,0.058571335
44,5,7,1,0.15846331,0.25778937,0.05540468,0.15954508,0.103112176,0.19826248,0.06742276
45,5,8,4,0.11370728,0.07318018,0.07317564,0.22800067,0.39259073,0.066269346,0.05307613
46,6,0,6,0.11997471,0.10269964,0.14486699,0.10072693,0.1515128,0.12031065,0.25990823
47,6,1,2,0.11016112,0.077388026,0.32511762,0.03718631,0.079063535,0.096575014,0.27450845
48,6,2,6,0.083837986,0.079274334,0.09511269,0.06216097,0.08243916,0.083991915,0.513183
49,7,0,1,0.1473148,0.22368582,0.06398093,0.15747981,0.15289095,0.1712912,0.08335658
50,7,1,6,0.083837986,0.079274334,0.09511269,0.06216097,0.08243916,0.083991915,0.513183
51,7,2,1,0.1751604,0.34357285,0.07121379,0.103008434,0.07597857,0.18355739,0.047508538
52,7,3,4,0.15793326,0.20909005,0.056177184,0.20781834,0.21312273,0.1097884,0.04606992
53,7,4,4,0.16676153,0.13962045,0.0986256,0.17752194,0.27428117,0.09931674,0.043872505
54,7,5,3,0.09864456,0.09236769,0.03275173,0.3548117,0.3294492,0.051969957,0.040005106
55,7,6,6,0.0769218,0.06970586,0.11804235,0.03361773,0.06294594,0.061976593,0.5767898
56,7,7,1,0.12798609,0.22120088,0.05811115,0.16538866,0.123695694,0.16570382,0.1379136
57,7,8,3,0.12894231,0.18761882,0.034168094,0.29108325,0.17127578,0.110566415,0.0763453
58,8,0,1,0.16067731,0.32336527,0.06304439,0.1009331,0.06880899,0.22150949,0.061661437
59,8,1,3,0.08831843,0.08854592,0.022520239,0.47315657,0.22751266,0.056177117,0.04376903
60,8,2,1,0.15848874,0.26442865,0.07013366,0.12305332,0.087912425,0.23264569,0.063337535
61,8,3,3,0.114759184,0.14046584,0.033912968,0.33472112,0.2486818,0.0770456,0.050413422
62,8,4,4,0.14849927,0.15987809,0.11095477,0.15356806,0.2353673,0.14174196,0.049990494
63,8,5,4,0.16871154,0.13869688,0.12444738,0.15534358,0.2432664,0.12497467,0.044559423
64,8,6,1,0.18138617,0.24533631,0.08429586,0.104882404,0.098320134,0.23280467,0.05297446
65,9,0,4,0.14912945,0.08985643,0.13541967,0.16948074,0.29656026,0.106573015,0.052980367
66,9,1,3,0.14477725,0.18911198,0.03382464,0.28437793,0.17255114,0.12047052,0.05488651
67,9,2,1,0.1767846,0.20439641,0.07774819,0.16214363,0.17089212,0.16538453,0.042650513
68,9,3,6,0.083837986,0.079274334,0.09511269,0.06216097,0.08243916,0.083991915,0.513183
69,9,4,6,0.059859343,0.061271135,0.116562575,0.024959303,0.04261809,0.044451073,0.65027845
70,9,5,3,0.0814714,0.07643866,0.025017176,0.43189114,0.29699925,0.048149608,0.04003271
71,9,6,6,0.07388785,0.06734376,0.16594315,0.026445027,0.04939219,0.054649483,0.5623386
72,9,7,3,0.08290953,0.08132773,0.028652132,0.4187202,0.2800366,0.059099182,0.049254637
73,9,8,6,0.08554494,0.09615876,0.122527614,0.02892395,0.047851656,0.074235514,0.5447575
74,9,9,1,0.15554844,0.33639604,0.08234745,0.06921053,0.053548045,0.23526146,0.067688026
75,9,10,6,0.0925463,0.09482929,0.11920647,0.033218194,0.062516235,0.079901084,0.5177824
76,9,11,1,0.16108282,0.33067,0.072457984,0.07898635,0.061703667,0.23246853,0.06263067
77,9,12,3,0.10194077,0.0921525,0.035510205,0.36398512,0.2767604,0.07355836,0.05609267
78,9,13,5,0.18733364,0.16960526,0.09636088,0.13966891,0.13296685,0.23190269,0.04216182
79,9,14,5,0.17676967,0.17614624,0.16498545,0.0678281,0.09118776,0.2464336,0.07664915
80,9,15,6,0.09854694,0.08030342,0.1930255,0.055440526,0.08645289,0.08981167,0.39641905
81,9,16,4,0.13077566,0.08494003,0.09719193,0.21975696,0.31189153,0.10908829,0.046355583
82,9,17,3,0.10062992,0.08708275,0.042887446,0.33189413,0.32351407,0.06976227,0.044229515
83,10,0,5,0.16616964,0.2078982,0.10884233,0.07918901,0.07422721,0.28501895,0.078654684
84,10,1,1,0.19645382,0.2309978,0.1096144,0.1088196,0.11554934,0.19130698,0.047257986
85,10,2,2,0.12641431,0.0749574,0.41523227,0.03875424,0.07798003,0.10998518,0.15667655
86,10,3,3,0.15581697,0.17572238,0.065447845,0.22229762,0.2199848,0.121379994,0.039350364
87,11,0,4,0.15980524,0.10937597,0.15710264,0.14550455,0.2517726,0.13213016,0.04430876
88,11,1,2,0.18170361,0.16338445,0.2386587,0.06778842,0.088526875,0.20512636,0.054811623
89,11,2,4,0.124271296,0.08421593,0.07530403,0.22934453,0.35465342,0.086566366,0.045644373
90,11,3,1,0.19410506,0.2163341,0.18951076,0.06946011,0.08827945,0.19003908,0.052271366
91,11,4,4,0.108913444,0.07500828,0.07166491,0.23082104,0.40098375,0.056593128,0.05601546
92,12,0,6,0.10926324,0.1480068,0.11820746,0.035308167,0.050810806,0.11199591,0.4264075
93,12,1,4,0.12067575,0.07459191,0.089669466,0.21346965,0.37714332,0.07641255,0.048037317
94,12,2,1,0.19334173,0.27936584,0.09612885,0.08784672,0.071366385,0.22415033,0.047800004
95,12,3,1,0.18933584,0.2555777,0.059554596,0.16027083,0.12889566,0.16404822,0.04231725
96,12,4,1,0.2026248,0.2651697,0.08027411,0.116934195,0.10301425,0.18778205,0.04420084
97,12,5,3,0.08738365,0.07618487,0.030046985,0.38574705,0.33047938,0.049308546,0.040849578
98,12,7,6,0.14871773,0.20062305,0.13959122,0.044057734,0.052647494,0.1486611,0.26570174
99,12,8,1,0.15972456,0.32801348,0.057327416,0.092525326,0.06356318,0.2223922,0.07645376
100,12,9,1,0.2052474,0.2173581,0.08391075,0.14481436,0.14488716,0.16281918,0.040963214
101,12,10,3,0.14644973,0.17003718,0.03727329,0.3096529,0.19273825,0.103182994,0.040665723
102,12,11,3,0.0903017,0.088959016,0.024061188,0.4572022,0.24066325,0.056129724,0.04268297
103,12,12,3,0.14099467,0.20703854,0.044795763,0.21673958,0.15748438,0.13591403,0.097033076
104,12,13,6,0.07418379,0.068628505,0.1540648,0.026324412,0.046372738,0.052624516,0.5778012
105,12,14,2,0.14838487,0.09228465,0.3940012,0.04025632,0.08031655,0.14969358,0.095062785
106,12,15,4,0.13863555,0.08531387,0.14124821,0.16969454,0.31440023,0.09802303,0.05268475
107,12,16,4,0.11253688,0.10416319,0.061928667,0.2870285,0.29477933,0.09326866,0.0462947
108,12,17,2,0.16075529,0.1592093,0.29669106,0.057115868,0.09176559,0.16401568,0.07044728
109,12,18,4,0.111409314,0.07344408,0.052712683,0.30044845,0.35277787,0.060730133,0.04847756
110,12,19,4,0.12062715,0.09034656,0.04915844,0.30711585,0.31689733,0.070837535,0.045017168
111,13,0,6,0.083837986,0.079274334,0.09511269,0.06216097,0.08243916,0.083991915,0.513183
112,13,1,5,0.19581443,0.1470278,0.18389714,0.07017867,0.085459925,0.25378755,0.063834466
113,13,2,1,0.18272175,0.24048074,0.09606852,0.109969854,0.11355424,0.20744206,0.0497629
114,13,3,5,0.1586768,0.20960419,0.100059934,0.07483166,0.06585817,0.27031025,0.120658964
115,13,4,1,0.19479209,0.20378287,0.16261092,0.08268021,0.109257,0.20093867,0.04593825
116,13,6,5,0.1741877,0.20025544,0.16956073,0.058904763,0.07278128,0.2113779,0.112932175
117,13,7,3,0.11576293,0.09942203,0.055019096,0.34196478,0.23979853,0.09891827,0.049114425
118,14,0,6,0.07061562,0.06544797,0.1539882,0.025297344,0.044657566,0.047965255,0.5920281
119,14,1,3,0.08435155,0.08054625,0.027642248,0.39888746,0.31884357,0.048103012,0.041625787
120,14,2,3,0.08435155,0.08054625,0.027642248,0.39888746,0.31884357,0.048103012,0.041625787
121,14,3,3,0.08435155,0.08054625,0.027642248,0.39888746,0.31884357,0.048103012,0.041625787
122,14,4,3,0.15630889,0.17384206,0.042974286,0.27113038,0.21306443,0.09586116,0.046818748
123,14,5,2,0.16115753,0.11642984,0.37015286,0.055376828,0.095035374,0.13617922,0.06566838
124,14,6,3,0.0832981,0.07600231,0.019830674,0.4774399,0.24961507,0.047501575,0.046312325
125,14,7,3,0.08549267,0.0790471,0.024415111,0.45705995,0.25196925,0.05292666,0.04908921
126,14,8,6,0.08201254,0.0916444,0.09487384,0.030360816,0.0534399,0.07304989,0.5746186
127,14,9,3,0.100061625,0.10637922,0.02620339,0.41759166,0.23651354,0.067070715,0.046179894
128,14,10,4,0.1117954,0.077637434,0.06578083,0.24723713,0.385428,0.067265704,0.044855442
129,15,0,2,0.15063168,0.13456516,0.34961966,0.060549438,0.10850229,0.13367069,0.06246112
130,15,1,3,0.1316764,0.11970981,0.055685587,0.28516597,0.28336108,0.087438546,0.036962636
131,15,2,4,0.108913444,0.07500828,0.07166491,0.23082104,0.40098375,0.056593128,0.05601546
132,15,3,3,0.09122353,0.083890066,0.026970774,0.42352337,0.28102392,0.05359477,0.039773494
133,15,4,3,0.09122353,0.083890066,0.026970774,0.42352337,0.28102392,0.05359477,0.039773494
134,15,5,1,0.1890873,0.3249634,0.06320625,0.10871289,0.07792508,0.18668368,0.049421344
135,16,0,3,0.085673586,0.0824862,0.023792015,0.43276933,0.2832747,0.049246076,0.042758036
136,16,1,4,0.18840727,0.1304802,0.15507431,0.119150594,0.21684586,0.14769605,0.04234568
137,16,2,4,0.11578435,0.0864272,0.06202307,0.27393165,0.32699388,0.08958733,0.045252573
138,16,3,3,0.07933982,0.074940495,0.024254221,0.43870142,0.29270697,0.048424352,0.041632637
139,16,4,3,0.12705095,0.16578254,0.054617334,0.2465387,0.21319893,0.12047816,0.07233332
140,16,5,3,0.10822719,0.10262298,0.03963973,0.34988427,0.2912615,0.0692751,0.039089203
141,16,6,3,0.09696957,0.10240863,0.035396084,0.36710614,0.27387917,0.07270192,0.051538482
142,16,7,3,0.11842211,0.10998516,0.04375259,0.32110646,0.2827161,0.082266144,0.041751392
143,16,8,4,0.13520718,0.09602288,0.0854506,0.23154096,0.28655216,0.112387784,0.05283843
144,16,9,1,0.18842298,0.2819807,0.13336174,0.0748488,0.078981295,0.18011612,0.06228839
145,17,0,3,0.098456025,0.099185795,0.03550364,0.37088394,0.2782905,0.06851771,0.0491624
146,17,1,3,0.1050559,0.09679564,0.031237671,0.38969406,0.26202905,0.06911808,0.046069548
147,17,2,3,0.1746226,0.18915372,0.062457096,0.22055036,0.1666781,0.13742003,0.049118113
148,17,3,1,0.13085017,0.22890003,0.05764267,0.14286381,0.11049569,0.16309556,0.16615203
149,17,4,2,0.16541362,0.12517577,0.35722163,0.061345205,0.093083076,0.13884962,0.05891108
150,17,5,2,0.13274722,0.14146015,0.2462975,0.04277383,0.07286757,0.13351986,0.23033373
151,17,6,1,0.14044394,0.28011554,0.0748538,0.068065494,0.054755032,0.21035644,0.17140982
152,17,7,1,0.13597931,0.2479945,0.08787085,0.056016326,0.052236967,0.18991874,0.22998327
153,17,8,4,0.123359,0.08494963,0.08367657,0.25308302,0.2807421,0.11614294,0.058046777
154,17,9,1,0.16686615,0.2737614,0.040748775,0.2047123,0.13616192,0.12744626,0.05030318
155,17,10,1,0.1512412,0.33967012,0.06978078,0.07630079,0.05826132,0.2199742,0.084771544
156,17,11,5,0.19397373,0.15965708,0.20895469,0.06416666,0.07562637,0.2386426,0.058978777
157,17,12,3,0.112842314,0.12306837,0.03568837,0.3367745,0.2870198,0.06438236,0.04022433
158,17,13,3,0.1277882,0.10797719,0.05317599,0.28864318,0.25149608,0.10901298,0.06190628
159,17,14,4,0.133479,0.103835076,0.09613283,0.20410469,0.29682004,0.1168083,0.048820153
160,17,15,3,0.10283028,0.12205403,0.035332933,0.35848328,0.21429616,0.08533511,0.081668265
161,17,16,5,0.1726256,0.17508514,0.16617736,0.06254946,0.07332567,0.2515182,0.09871867
162,17,17,2,0.14916542,0.1501636,0.25912684,0.037173554,0.059352435,0.16944966,0.17556857
163,17,18,2,0.13932392,0.08684381,0.37318546,0.05578295,0.10087263,0.115845256,0.12814595
164,17,19,4,0.1474992,0.15743066,0.08193996,0.17377456,0.23121916,0.12583485,0.08230158
165,17,20,4,0.10065051,0.079597324,0.06602844,0.25429845,0.37873563,0.07121511,0.049474515
166,17,21,3,0.12200602,0.09343399,0.05202205,0.31208363,0.26335853,0.094790705,0.062305193
167,17,22,4,0.1788087,0.1054427,0.20817511,0.119400054,0.22208275,0.11436881,0.051721957
168,17,23,3,0.09889193,0.08191331,0.030421505,0.38924405,0.30515128,0.05574683,0.03863102
169,17,24,5,0.1844456,0.18167984,0.17975582,0.05944008,0.068996474,0.26536658,0.060315475
170,17,25,5,0.19847496,0.15792799,0.1567146,0.09466514,0.11694493,0.22765921,0.04761308
171,17,27,1,0.14241277,0.25683895,0.045235395,0.19908035,0.13531838,0.14967263,0.07144163
172,17,28,4,0.15442014,0.10003393,0.120541774,0.17404388,0.28730723,0.11841338,0.045239605
173,17,29,1,0.18047342,0.25728294,0.069773845,0.13652061,0.11548093,0.19046116,0.050007056
174,17,30,3,0.13365306,0.1313578,0.05307995,0.29927734,0.23563713,0.10617114,0.04082357
175,17,31,2,0.18044563,0.13923831,0.31445497,0.045489773,0.07703913,0.17792493,0.06540727
176,17,32,4,0.13316013,0.09085288,0.12238969,0.17531471,0.34341085,0.08331164,0.051560093
177,18,0,4,0.18287262,0.1479,0.11901239,0.14941461,0.22098577,0.13786967,0.04194491
178,18,1,4,0.13010639,0.095691316,0.05600925,0.27410516,0.3333932,0.069814146,0.04088059
179,18,2,2,0.16863902,0.10803474,0.2769103,0.08122336,0.1587421,0.14930308,0.057147413
180,19,0,6,0.06336235,0.054781,0.13348277,0.02592529,0.05035528,0.043173924,0.62891936
181,20,0,2,0.15598452,0.12154357,0.36261117,0.041884355,0.07863366,0.12612152,0.11322113
182,20,1,6,0.10323138,0.08441255,0.18574056,0.036845405,0.07807007,0.07997112,0.43172893
183,20,2,6,0.09084858,0.08023561,0.23754176,0.03271372,0.062483814,0.0684828,0.42769372
184,20,3,6,0.10643909,0.08432105,0.15958568,0.09637554,0.13318369,0.102881655,0.31721336
185,20,4,4,0.12329409,0.10334381,0.10171484,0.20362817,0.28586563,0.11369796,0.068455465
186,20,5,4,0.15881655,0.16945426,0.07845292,0.18352994,0.24322037,0.114108674,0.052417245
187,20,6,2,0.18160574,0.175542,0.21673127,0.090794705,0.13262306,0.1537381,0.048965104
188,20,7,3,0.18702295,0.19662009,0.06949092,0.19693547,0.18019687,0.13066457,0.039069112
189,21,0,4,0.10031303,0.072532386,0.073945455,0.23830229,0.36803448,0.08563807,0.06123431
190,21,1,3,0.09968002,0.08625218,0.03981783,0.35236046,0.31517118,0.06632406,0.040394288
191,21,2,3,0.09844884,0.08901812,0.032107048,0.39410362,0.28774488,0.056345675,0.042231802
192,21,4,2,0.17590353,0.116708584,0.2772352,0.051193096,0.0749976,0.22931787,0.07464424
193,21,5,3,0.084231734,0.079078674,0.02204968,0.48120862,0.23671716,0.052892834,0.04382127
194,21,6,6,0.06717675,0.057686385,0.16825709,0.027501402,0.053769827,0.046111427,0.57949716
195,22,0,3,0.0832981,0.07600231,0.019830674,0.4774399,0.24961507,0.047501575,0.046312325
196,22,1,3,0.08251438,0.07467489,0.019856341,0.4737376,0.25742385,0.046807457,0.044985406
197,22,3,3,0.09883039,0.11088248,0.042044412,0.35525864,0.26888296,0.07714335,0.046957616
198,22,4,4,0.14530955,0.11365758,0.092372276,0.20657684,0.29969704,0.10151748,0.040869225
199,22,5,6,0.056919992,0.05577896,0.08815453,0.025010785,0.042433638,0.04111376,0.6905884
200,22,6,0,0.19089958,0.14306316,0.15007009,0.1343197,0.16452536,0.17804328,0.039078876
201,22,7,6,0.066236205,0.059026074,0.13821971,0.026645146,0.051300105,0.047400508,0.61117226
202,22,8,5,0.15764242,0.20693305,0.123620994,0.06647396,0.07235729,0.21586466,0.15710762
203,22,9,6,0.11098518,0.13715436,0.14750518,0.036094338,0.05353322,0.11038376,0.40434396
204,22,10,1,0.21089879,0.24316727,0.1408685,0.07203537,0.07198891,0.20782046,0.05322071
205,22,11,5,0.18785073,0.17213683,0.15930066,0.09349553,0.12265499,0.20627964,0.058281645
206,22,12,3,0.088112906,0.084485635,0.02148452,0.4826803,0.22364861,0.0545767,0.045011383
207,22,13,1,0.19497621,0.2651951,0.08799509,0.11624169,0.10018222,0.17906912,0.056340545
208,22,14,2,0.16540708,0.15222505,0.32174918,0.044512432,0.07286818,0.15945053,0.08378752
209,22,15,0,0.20389085,0.19969366,0.07214523,0.1824323,0.17751439,0.12047287,0.043850657
210,22,16,0,0.19964132,0.19795151,0.1425915,0.09379084,0.13120665,0.18676682,0.048051342
211,22,17,3,0.084428124,0.07680721,0.036340285,0.3844439,0.30716562,0.06262067,0.04819418
212,22,18,3,0.09881053,0.11288599,0.026603503,0.4129431,0.2224946,0.06935096,0.05691137
213,22,19,0,0.17181394,0.16629253,0.09692684,0.14563172,0.16623579,0.14865911,0.10444006
214,22,20,2,0.15751895,0.13226824,0.28322205,0.042510312,0.07068112,0.21304703,0.100752346
215,22,21,4,0.108913444,0.07500828,0.07166491,0.23082104,0.40098375,0.056593128,0.05601546
216,23,0,3,0.08251438,0.07467489,0.019856341,0.4737376,0.25742385,0.046807457,0.044985406
217,23,1,3,0.09232726,0.09352362,0.027502064,0.39418697,0.28793862,0.056396235,0.048125185
218,23,2,6,0.07105836,0.061707426,0.17740671,0.026715564,0.049277894,0.048076462,0.56575763
219,24,0,4,0.10102551,0.07810731,0.045115564,0.3250489,0.3427501,0.06269438,0.045258313
220,24,1,3,0.08435155,0.08054625,0.027642248,0.39888746,0.31884357,0.048103012,0.041625787
221,24,2,3,0.10498879,0.10098192,0.03330281,0.40088642,0.2378263,0.07445879,0.04755503
222,24,3,3,0.08856091,0.094181985,0.027210012,0.4327241,0.2506267,0.06139027,0.045306075
223,25,0,6,0.06398733,0.06351687,0.09892356,0.025078036,0.04452052,0.049546,0.6544277
224,25,1,5,0.16087988,0.2458376,0.09892335,0.069142275,0.058954164,0.26625237,0.10001044
225,25,2,5,0.15247785,0.22261454,0.088972166,0.081023954,0.060319003,0.30844313,0.08614938
226,25,3,4,0.123359,0.08494963,0.08367657,0.25308302,0.2807421,0.11614294,0.058046777
227,25,4,6,0.06678536,0.0683761,0.118540265,0.026064476,0.042997546,0.052118387,0.62511796
228,25,5,6,0.0812458,0.080620386,0.17867826,0.033802666,0.058741637,0.071084075,0.49582717
229,25,6,6,0.11445182,0.093627505,0.15299027,0.1309368,0.18819578,0.10775846,0.21203937
230,25,7,3,0.10611601,0.10714615,0.04499872,0.31395394,0.30681822,0.07405012,0.04691686
231,25,8,1,0.16453116,0.3273244,0.08470702,0.06973226,0.05831157,0.21959779,0.07579575
232,25,9,3,0.09230937,0.09952342,0.025714785,0.42433545,0.24832454,0.06219781,0.047594607
233,25,10,1,0.1972319,0.30598342,0.05808161,0.12682347,0.09067197,0.1723055,0.04890215
234,25,11,3,0.09256005,0.08676219,0.022382928,0.45149806,0.25054252,0.051558767,0.044695463
235,25,12,3,0.10308152,0.098094545,0.029611677,0.408098,0.25059322,0.066774234,0.043746736
236,25,13,4,0.109057516,0.07607504,0.061859842,0.29222342,0.34245557,0.0718812,0.046447385
237,25,14,6,0.07804,0.06694604,0.18867168,0.026717309,0.050462704,0.051468562,0.5376936
238,25,15,3,0.091234826,0.11377028,0.03254009,0.38470933,0.25514477,0.07057097,0.05202977
239,25,16,3,0.10608647,0.08751726,0.04390331,0.34142894,0.31162483,0.07204296,0.037396315
240,26,0,3,0.081335545,0.07735497,0.022720644,0.4522112,0.27693155,0.046480983,0.042965118
241,27,0,3,0.08251438,0.07467489,0.019856341,0.4737376,0.25742385,0.046807457,0.044985406
242,27,1,3,0.08251438,0.07467489,0.019856341,0.4737376,0.25742385,0.046807457,0.044985406
243,28,0,2,0.09893314,0.07909008,0.29736826,0.05783506,0.11013383,0.0801533,0.27648637
244,28,1,2,0.13066833,0.10521018,0.3794439,0.036872495,0.06307,0.132636,0.15209915
245,28,2,4,0.15742922,0.08955076,0.20040403,0.116028935,0.23772976,0.123658635,0.075198695
246,28,3,5,0.18337964,0.2114016,0.075634785,0.14887738,0.11729795,0.21638909,0.047019523
247,28,4,3,0.081329495,0.08453901,0.030608658,0.411894,0.27915627,0.059712984,0.05275969
248,28,5,3,0.12685362,0.11908228,0.068046294,0.268147,0.23634784,0.13298401,0.048539042
249,28,6,1,0.15610692,0.33800647,0.06266787,0.10706295,0.081021205,0.19970746,0.055427168
250,28,7,1,0.19847204,0.23536201,0.06874971,0.15239485,0.1351482,0.16670589,0.0431673
251,28,8,3,0.08817719,0.07962771,0.03073451,0.378222,0.3311654,0.051020764,0.041052405
252,28,9,3,0.15550368,0.1797689,0.058478784,0.21724778,0.19500463,0.1364183,0.057577915
253,28,10,1,0.17371583,0.29045084,0.08636776,0.09625843,0.08973797,0.20415942,0.059309762
254,28,11,6,0.10960433,0.08344112,0.16366895,0.11053166,0.14913224,0.12249894,0.26112273
255,28,12,4,0.14048858,0.10935485,0.18731819,0.13948739,0.24988018,0.11198691,0.061483856
256,28,13,4,0.10256424,0.0794435,0.05764082,0.2660821,0.37844586,0.07162787,0.04419551
257,28,14,3,0.08760122,0.08175502,0.02540349,0.435221,0.27987406,0.050741754,0.039403435
258,28,15,6,0.08243129,0.071054384,0.23395126,0.027847927,0.05602879,0.06156222,0.4671241
259,28,16,2,0.14359185,0.09701601,0.38338366,0.05521471,0.10395645,0.12249937,0.09433799
260,29,0,3,0.12455358,0.115733586,0.05273962,0.284131,0.2174363,0.11184872,0.09355717
261,29,1,5,0.15415998,0.19782633,0.107114166,0.062990405,0.06660453,0.2140337,0.1972709
262,29,2,1,0.19000219,0.24104671,0.12103904,0.080019034,0.086637355,0.23005967,0.051196005
263,29,3,6,0.061616894,0.062327843,0.13247064,0.025328033,0.043428276,0.04501063,0.6298177
264,29,4,6,0.056919992,0.05577896,0.08815453,0.025010785,0.042433638,0.04111376,0.6905884
265,29,5,6,0.13409603,0.09486996,0.23018113,0.0595289,0.11622823,0.12132008,0.24377568
266,29,6,1,0.18209703,0.30532637,0.07348166,0.10131616,0.076825105,0.21233545,0.048618194
267,29,7,1,0.19227964,0.19797942,0.1665286,0.09695068,0.11302431,0.18844482,0.044792432
268,29,8,4,0.14196575,0.10085627,0.16346876,0.14148374,0.2311,0.13198838,0.089137055
269,29,9,1,0.19292887,0.23159021,0.08216147,0.11673283,0.10240131,0.2170317,0.05715354
270,29,10,4,0.13903496,0.085970044,0.11991317,0.18871558,0.33576196,0.07947075,0.051133472
271,29,11,3,0.0844111,0.07736164,0.020452721,0.4766435,0.24744172,0.04916283,0.044526435
272,29,12,6,0.07923963,0.08379551,0.09417951,0.041291438,0.062850244,0.0754142,0.5632295
273,30,0,6,0.06282488,0.062208027,0.13643849,0.02462038,0.04281695,0.045261294,0.62582994
274,30,1,6,0.09584926,0.11057838,0.16729154,0.033092223,0.051770534,0.09146058,0.4499575
275,30,2,3,0.08933687,0.09257168,0.022420049,0.45915157,0.227534,0.058813628,0.050172057
276,30,3,5,0.16328679,0.21366514,0.12891074,0.06853012,0.069936894,0.26748228,0.088188
277,30,4,6,0.076766126,0.060355883,0.18062924,0.03183977,0.060641494,0.05686263,0.53290486
278,31,0,6,0.10137837,0.098470956,0.18537644,0.038674135,0.06955864,0.09738957,0.40915185
